Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,BR_Density,Room_Density,Dist_to_City,RecID,SetID
299200,3.6591,52,2535,489,1094,514,37.84,-122.25,6843.020847,554364.4069,733249.8086,64315.99174,17538.20997,2.237218814,4.931906615,17538.20997,16676,O
241400,3.12,52,3104,687,1157,647,37.84,-122.25,6843.020847,554364.4069,733249.8086,64315.99174,17538.20997,1.684133916,4.797527048,17538.20997,16677,O
261100,3.6912,52,3549,707,1551,714,37.84,-122.25,6843.020847,554364.4069,733249.8086,64315.99174,17538.20997,2.193776521,4.970588235,17538.20997,16678,O
389500,5.1773,52,3529,574,1177,555,37.84,-122.24,7395.763579,553779.9064,732679.469,63889.70386,18339.74073,2.050522648,6.358558559,18339.74073,16679,O
347600,5.2868,47,3175,454,1098,485,37.84,-122.23,8006.933746,553196.2505,732109.8073,63472.78528,19148.02847,2.418502203,6.546391753,19148.02847,16681,O
295200,7.5,50,2935,473,1031,479,37.84,-122.22,8664.175753,552613.442,731540.8251,63065.42182,19962.25241,2.179704017,6.127348643,19962.25241,16682,O
292300,6.0194,44,3424,597,1358,597,37.84,-122.21,9357.78709,552031.4835,730972.5239,62667.79981,20781.71483,2.274706868,5.735343384,20781.71483,16683,O
325900,7.0548,34,3038,490,1140,496,37.84,-122.21,9357.78709,552031.4835,730972.5239,62667.79981,20781.71483,2.326530612,6.125,20781.71483,16684,O
311500,6.0666,30,2211,346,844,343,37.84,-122.2,10080.26295,551450.3778,730404.9053,62280.10584,21605.81966,2.439306358,6.44606414,21605.81966,16685,O
319300,7.4882,35,2865,460,1072,443,37.84,-122.2,10080.26295,551450.3778,730404.9053,62280.10584,21605.81966,2.330434783,6.467268623,21605.81966,16686,O
392600,11.6017,18,1617,210,533,194,37.84,-122.19,10825.82592,550870.1276,729837.971,61902.52646,22434.0553,2.538095238,8.335051546,22434.0553,16687,O
355600,5.6349,24,2131,343,874,373,37.84,-122.14,14012.02069,547981.8037,727013.6191,60172.83448,26623.63835,2.548104956,5.713136729,26623.63835,16688,O
500001,11.7064,17,1320,159,1722,141,37.84,-122.08,17330.10107,544544.6168,723647.3133,58469.02987,31723.73054,10.83018868,9.361702128,31723.73054,16689,O
107500,2.4038,41,535,123,317,119,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,2.577235772,4.495798319,15751.79397,16701,O
93800,2.4597,49,1130,244,607,239,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,2.487704918,4.728033473,15751.79397,16702,O
105500,1.808,52,1898,421,1102,397,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,2.617577197,4.780856423,15751.79397,16703,O
152700,2.4167,52,2246,472,1005,449,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,2.129237288,5.002227171,15751.79397,16704,O
119400,2.9018,52,610,145,281,132,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,1.937931034,4.621212121,15751.79397,16705,O
147900,1.73,44,1025,198,506,204,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,2.555555556,5.024509804,15751.79397,16706,O
132900,2.2625,48,2063,484,1054,466,37.85,-122.28,6781.863175,556949.9579,735808.1668,66600.75904,15751.79397,2.17768595,4.427038627,15751.79397,16707,O
152500,2.775,52,1966,347,793,331,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,2.285302594,5.939577039,16499.7622,16708,O
155500,2.1202,52,1228,293,648,303,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,2.211604096,4.052805281,16499.7622,16709,O
159800,1.7135,42,1639,367,929,366,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,2.53133515,4.478142077,16499.7622,16711,O
182300,2.7054,52,4076,920,1800,815,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,1.956521739,5.001226994,16499.7622,16712,O
172700,2.2431,47,2077,400,719,326,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,1.7975,6.371165644,16499.7622,16713,O
150800,1.9028,50,1279,300,675,255,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,2.25,5.015686275,16499.7622,16714,O
153600,1.5817,52,1974,426,875,363,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,2.05399061,5.438016529,16499.7622,16715,O
106300,2.2841,52,335,83,152,77,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,1.831325301,4.350649351,16499.7622,16716,O
142300,1.3785,47,1375,307,843,319,37.85,-122.27,7016.677244,556363.8892,735236.5342,66154.05014,16499.7622,2.745928339,4.310344828,16499.7622,16717,O
281500,3.2031,52,2202,434,910,402,37.85,-122.26,7349.620842,555778.6577,734665.575,65716.11772,17260.03207,2.096774194,5.47761194,17260.03207,16718,O
241800,3.2705,52,3503,752,1504,734,37.85,-122.26,7349.620842,555778.6577,734665.575,65716.11772,17260.03207,2,4.772479564,17260.03207,16719,O
159200,1.9167,52,2643,626,1212,620,37.85,-122.26,7349.620842,555778.6577,734665.575,65716.11772,17260.03207,1.936102236,4.262903226,17260.03207,16721,O
140000,2.125,50,1120,283,697,264,37.85,-122.26,7349.620842,555778.6577,734665.575,65716.11772,17260.03207,2.462897527,4.242424242,17260.03207,16722,O
309600,3.2619,52,3618,768,1508,755,37.85,-122.26,7349.620842,555778.6577,734665.575,65716.11772,17260.03207,1.963541667,4.79205298,17260.03207,16723,O
341300,5.6431,52,1274,235,558,219,37.85,-122.25,7768.086571,555194.2661,734095.2907,65287.13841,18031.04757,2.374468085,5.817351598,18031.04757,16724,O
342200,3.8462,52,1627,280,565,259,37.85,-122.25,7768.086571,555194.2661,734095.2907,65287.13841,18031.04757,2.017857143,6.281853282,18031.04757,16725,O
269700,4.0368,52,919,213,413,193,37.85,-122.25,7768.086571,555194.2661,734095.2907,65287.13841,18031.04757,1.938967136,4.761658031,18031.04757,16726,O
352100,7.2574,52,1467,190,496,177,37.85,-122.24,8259.085109,554610.7171,733525.6829,64867.28983,18811.48745,2.610526316,8.288135593,18811.48745,16727,O
335000,4.9643,37,334,54,98,47,37.85,-122.24,8259.085109,554610.7171,733525.6829,64867.28983,18811.48745,1.814814815,7.106382979,18811.48745,16728,O
391100,7.2354,52,2612,365,901,367,37.85,-122.24,8259.085109,554610.7171,733525.6829,64867.28983,18811.48745,2.468493151,7.117166213,18811.48745,16729,O
373600,6.3434,52,2800,411,1061,403,37.85,-122.23,8810.498285,554028.0133,732956.7532,64456.75042,19600.22597,2.581508516,6.947890819,19600.22597,16731,O
337300,5.457,28,5287,1048,2031,956,37.85,-122.22,9411.713364,553446.1574,732388.5031,64055.69916,20396.30039,1.937977099,5.530334728,20396.30039,16732,O
389900,7.3267,27,9147,1276,3371,1269,37.85,-122.14,14975.4763,548822.1588,727867.1615,61210.32042,26949.8351,2.64184953,7.208037825,26949.8351,16733,O
454100,8.0074,18,5252,686,1870,657,37.85,-122.12,15898.05813,547674.8277,726743.7346,60606.28192,28623.397,2.725947522,7.99391172,28623.397,16734,O
186500,3.6437,17,7475,1556,2092,1449,37.85,-122.06,19371.66341,544253.9913,723390.2411,59073.14674,33695.04979,1.344473008,5.158730159,33695.04979,16735,O
469400,9.5862,27,6039,780,2181,761,37.85,-122.04,20699.11518,543120.8389,722278.0492,58659.14619,35398.53297,2.796153846,7.935611038,35398.53297,16736,O
500001,12.2478,10,3209,379,1199,392,37.85,-121.96,24821.18627,538624.4618,717857.8279,57515.49605,42256.25703,3.163588391,8.18622449,42256.25703,16737,O
253900,4.4583,22,1999,415,967,320,37.85,-121.64,21549.87164,521244.6658,700648.7201,61402.02641,70025.00452,2.330120482,6.246875,61402.02641,16738,O
120000,2.2391,35,1034,206,604,192,37.85,-121.3,30242.3851,503924.4243,683239.0296,77480.44816,99739.31023,2.932038835,5.385416667,77480.44816,16739,O
478600,3.75,38,1183,196,628,205,37.86,-122.53,3811.016344,572670.6626,751139.0895,80937.29513,12910.37743,3.204081633,5.770731707,12910.37743,16741,O
500001,6.7669,35,2729,538,969,528,37.86,-122.49,3162.649341,570254.4094,748793.9522,78535.01928,10867.18947,1.801115242,5.168560606,10867.18947,16742,O
442000,4.5398,52,2175,510,809,503,37.86,-122.49,3162.649341,570254.4094,748793.9522,78535.01928,10867.18947,1.58627451,4.324055666,10867.18947,16743,O
500001,6.2113,52,3914,752,1177,670,37.86,-122.48,2685.104926,569652.2935,748209.2634,77947.77669,10478.94635,1.565159574,5.841791045,10478.94635,16744,O
140600,2.75,50,499,127,287,128,37.86,-122.3,5015.954331,558950.6979,737795.9843,68463.2795,14984.06007,2.25984252,3.8984375,14984.06007,16745,O
156900,1.9946,52,1665,404,815,372,37.86,-122.29,5575.163783,558363.9095,737223.7394,68006.03835,15670.211,2.017326733,4.475806452,15670.211,16746,O
150500,1.9483,50,2485,607,1354,563,37.86,-122.29,5575.163783,558363.9095,737223.7394,68006.03835,15670.211,2.230642504,4.413854352,15670.211,16747,O
196400,3.8594,52,938,195,393,189,37.86,-122.28,6208.52232,557777.9537,736652.1649,67557.19197,16374.74201,2.015384615,4.962962963,16374.74201,16748,O
164300,2.8214,52,1659,367,788,346,37.86,-122.28,6208.52232,557777.9537,736652.1649,67557.19197,16374.74201,2.147138965,4.794797688,16374.74201,16749,O
147400,1.9798,49,2932,668,1361,608,37.86,-122.28,6208.52232,557777.9537,736652.1649,67557.19197,16374.74201,2.03742515,4.822368421,16374.74201,16751,O
179300,3.3906,52,1999,417,780,358,37.86,-122.28,6208.52232,557777.9537,736652.1649,67557.19197,16374.74201,1.870503597,5.583798883,16374.74201,16752,O
157700,2.5652,52,3007,691,1582,636,37.86,-122.28,6208.52232,557777.9537,736652.1649,67557.19197,16374.74201,2.289435601,4.727987421,16374.74201,16753,O
153100,2.2845,41,2214,550,1213,568,37.86,-122.28,6208.52232,557777.9537,736652.1649,67557.19197,16374.74201,2.205454545,3.897887324,16374.74201,16754,O
182700,2.5417,49,2052,435,924,414,37.86,-122.27,6895.628495,557192.8331,736081.2623,67116.90878,17095.38081,2.124137931,4.956521739,17095.38081,16755,O
250000,2.6071,52,1088,305,486,267,37.86,-122.27,6895.628495,557192.8331,736081.2623,67116.90878,17095.38081,1.593442623,4.074906367,17095.38081,16756,O
206300,3.15,52,834,186,494,175,37.86,-122.27,6895.628495,557192.8331,736081.2623,67116.90878,17095.38081,2.655913978,4.765714286,17095.38081,16757,O
218800,2.6914,52,1769,372,849,365,37.86,-122.27,6895.628495,557192.8331,736081.2623,67116.90878,17095.38081,2.282258065,4.846575342,17095.38081,16758,O
198200,1.8447,52,2307,583,1127,548,37.86,-122.27,6895.628495,557192.8331,736081.2623,67116.90878,17095.38081,1.933104631,4.209854015,17095.38081,16759,O
257400,2.9044,52,3497,832,1493,794,37.86,-122.26,7621.960373,556608.5503,735511.0333,66685.35841,17830.17443,1.794471154,4.404282116,17830.17443,16761,O
289500,2.9405,52,3774,744,1461,679,37.86,-122.26,7621.960373,556608.5503,735511.0333,66685.35841,17830.17443,1.963709677,5.558173785,17830.17443,16762,O
241700,3.3893,52,2888,604,1253,538,37.86,-122.26,7621.960373,556608.5503,735511.0333,66685.35841,17830.17443,2.074503311,5.36802974,17830.17443,16763,O
489600,3.0417,48,2153,517,1656,459,37.86,-122.25,8377.321293,556025.1079,734941.4795,66262.71148,18577.44334,3.203094778,4.690631808,18577.44334,16764,O
446200,7.0897,52,1389,191,514,202,37.86,-122.25,8377.321293,556025.1079,734941.4795,66262.71148,18577.44334,2.691099476,6.876237624,18577.44334,16765,O
456300,5.0463,52,1709,318,719,295,37.86,-122.25,8377.321293,556025.1079,734941.4795,66262.71148,18577.44334,2.261006289,5.793220339,18577.44334,16766,O
336800,1.7652,52,1587,444,878,449,37.86,-122.25,8377.321293,556025.1079,734941.4795,66262.71148,18577.44334,1.977477477,3.534521158,18577.44334,16767,O
376900,5.3794,52,4048,663,1316,590,37.86,-122.25,8377.321293,556025.1079,734941.4795,66262.71148,18577.44334,1.984917044,6.861016949,18577.44334,16768,O
500001,7.8521,52,1668,225,517,214,37.86,-122.24,9154.528309,555442.5086,734372.6023,65849.13943,19335.74118,2.297777778,7.794392523,19335.74118,16769,O
399700,8.9571,33,4449,636,1684,617,37.86,-122.18,12798.83615,551964.7679,730973.6385,63567.92758,24057.74497,2.647798742,7.210696921,24057.74497,16771,O
404300,8.1586,36,3359,493,1298,483,37.86,-122.16,14236.91306,550812.3873,729846.1361,62887.9225,25679.21572,2.632860041,6.954451346,25679.21572,16772,O
314000,4.5744,20,6201,1182,2415,1141,37.86,-122.14,15739.77889,549663.4761,728721.3978,62250.37747,27317.42948,2.043147208,5.434706398,27317.42948,16773,O
402600,7.6202,27,5484,760,2212,770,37.86,-122.09,18369.68411,546806.52,725921.7294,60850.81795,31468.9933,2.910526316,7.122077922,31468.9933,16774,O
155000,3.12,23,1025,205,263,191,37.86,-122.07,19528.58474,545669.9242,724806.767,60371.95867,33146.97818,1.282926829,5.366492147,33146.97818,16775,O
206300,3.5893,17,1102,224,317,208,37.86,-122.07,19528.58474,545669.9242,724806.767,60371.95867,33146.97818,1.415178571,5.298076923,33146.97818,16776,O
252400,4.4551,16,5187,1014,1512,986,37.86,-122.06,20140.55384,545102.9631,724250.3434,60150.45776,33988.95806,1.49112426,5.260649087,33988.95806,16777,O
390600,6.112,29,3025,477,1035,452,37.86,-122.03,21661.89589,543407.4607,722585.3223,59559.24863,36525.19355,2.169811321,6.692477876,36525.19355,16778,O
494000,7.2655,25,3004,393,1145,376,37.86,-122.03,21661.89589,543407.4607,722585.3223,59559.24863,36525.19355,2.913486005,7.989361702,36525.19355,16779,O
154400,3.691,30,1428,287,989,287,37.86,-121.61,21505.24183,520559.6236,699968.5583,63430.53335,72774.74792,3.445993031,4.975609756,63430.53335,16781,O
169400,2.683,24,1713,328,1258,324,37.86,-121.06,46249.60961,493420.927,672463.5413,93743.03879,120834.2527,3.835365854,5.287037037,93743.03879,16782,O
162500,2.3056,25,287,57,118,50,37.86,-120.35,105322.6248,463873.5467,640959.2972,147923.4021,183069.5169,2.070175439,5.74,147923.4021,16783,O
137500,2.4615,16,324,61,135,61,37.86,-120.23,115636.1264,459569.2922,636124.1575,157693.7355,193596.1288,2.213114754,5.31147541,157693.7355,16784,O
400000,7.9977,20,1814,282,658,253,37.87,-122.53,4776.764751,573476.1786,751965.6503,81739.60564,13754.18568,2.333333333,7.169960474,13754.18568,16785,O
258400,2.862,21,3904,980,1949,919,37.87,-122.51,4947.535288,572268.3613,750793.2538,80540.27929,12720.21625,1.98877551,4.248095756,12720.21625,16786,O
346100,6.3066,17,4333,947,1650,919,37.87,-122.5,4578.948826,571665.6172,750208.0103,79948.42998,12265.05352,1.742344245,4.714907508,12265.05352,16787,O
500001,11.5706,36,4471,618,1315,582,37.87,-122.47,3548.270247,569862.0722,748456.1166,78205.5537,11205.91087,2.127831715,7.682130584,11205.91087,16788,O
150000,2.1705,10,503,118,228,100,37.87,-122.3,4165.260252,559777.7863,738639.2327,69411.74182,15716.67875,1.93220339,5.03,15716.67875,16789,O
182300,2.2788,52,1233,300,571,292,37.87,-122.28,5543.782801,558606.9332,737496.8704,68518.3195,17047.5276,1.903333333,4.22260274,17047.5276,16801,O
268800,1.7778,30,1465,439,862,425,37.87,-122.27,6303.66946,558022.7589,736926.6968,68084.31081,17740.7665,1.963553531,3.447058824,17740.7665,16802,O
216700,1.7464,35,3218,1108,1675,1000,37.87,-122.27,6303.66946,558022.7589,736926.6968,68084.31081,17740.7665,1.511732852,3.218,17740.7665,16803,O
211300,2.8846,49,1350,368,707,350,37.87,-122.27,6303.66946,558022.7589,736926.6968,68084.31081,17740.7665,1.921195652,3.857142857,17740.7665,16804,O
210200,2.7372,52,3084,698,1424,694,37.87,-122.27,6303.66946,558022.7589,736926.6968,68084.31081,17740.7665,2.040114613,4.443804035,17740.7665,16805,O
175000,1.4012,52,1087,371,3337,350,37.87,-122.26,7090.797213,557439.4229,736357.1969,67658.98879,18449.78025,8.994609164,3.105714286,18449.78025,16806,O
241700,1.1859,52,2773,998,1721,949,37.87,-122.26,7090.797213,557439.4229,736357.1969,67658.98879,18449.78025,1.724448898,2.922023182,18449.78025,16807,O
384600,5.2289,41,685,141,266,123,37.87,-122.25,7897.024567,556856.928,735788.3723,67242.51828,19172.81885,1.886524823,5.569105691,19172.81885,16808,O
371400,2.5562,42,1756,465,2184,422,37.87,-122.25,7897.024567,556856.928,735788.3723,67242.51828,19172.81885,4.696774194,4.161137441,19172.81885,16809,O
500001,1.1696,52,609,236,1349,250,37.87,-122.25,7897.024567,556856.928,735788.3723,67242.51828,19172.81885,5.716101695,2.436,19172.81885,16811,O
438000,6.917,38,1261,177,472,183,37.87,-122.17,14174.83973,552227.5632,731262.2769,64249.29941,25313.34709,2.666666667,6.890710383,25313.34709,16812,O
426100,10.3713,18,1820,220,728,229,37.87,-122.13,17059.18385,549933.5569,729015.7285,62995.48746,28537.37307,3.309090909,7.947598253,28537.37307,16813,O
314200,6.5814,33,3398,500,1351,457,37.87,-122.11,18236.47663,548791.7987,727896.624,62433.75411,30173.6254,2.702,7.435448578,30173.6254,16814,O
102700,2.9167,24,6130,1359,1750,1286,37.87,-122.08,19786.18743,547085.7793,726223.2155,61675.99118,32651.47934,1.287711553,4.766718507,32651.47934,16815,O
73400,2.4896,26,2405,564,680,531,37.87,-122.08,19786.18743,547085.7793,726223.2155,61675.99118,32651.47934,1.205673759,4.529190207,32651.47934,16816,O
397500,6.7192,30,2296,329,847,322,37.87,-122.05,20229.15882,545387.7678,724556.1439,61023.36631,35152.20375,2.574468085,7.130434783,35152.20375,16817,O
358700,8.2673,21,3521,447,1396,467,37.87,-122.03,20581.15085,544260.2461,723448.305,60648.39176,36829.7603,3.123042506,7.539614561,36829.7603,16818,O
441400,8.4352,14,3056,369,1209,377,37.87,-122.02,20810.38364,543697.8394,722895.4532,60479.28327,37671.24405,3.276422764,8.106100796,37671.24405,16819,O
103100,2.6563,29,488,108,308,115,37.87,-121.29,29206.35572,505281.4227,684575.2999,79716.47325,100812.3273,2.851851852,4.243478261,79716.47325,16821,O
104000,2.9531,34,1010,206,678,234,37.87,-121.27,30470.23064,504308.0244,683585.3358,80901.26188,102559.2821,3.291262136,4.316239316,80901.26188,16822,O
162500,3.65,49,98,24,59,26,37.87,-121.23,33131.97163,502374.8916,681615.5589,83332.0791,106054.1508,2.458333333,3.769230769,83332.0791,16823,O
495800,4.3125,21,2845,552,599,250,37.88,-122.71,3574.317638,585273.1479,763444.2726,94048.3537,27169.50637,1.085144928,11.38,27169.50637,16824,O
414400,6.7809,30,4382,732,1775,745,37.88,-122.54,3932.841529,574886.8547,753379.3712,83150.3533,15170.67733,2.424863388,5.881879195,15170.67733,16825,O
413100,6.8742,25,4921,866,1913,834,37.88,-122.53,4800.379091,574282.715,752792.9426,82549.0964,14633.87381,2.209006928,5.900479616,14633.87381,16826,O
308600,4.4583,36,2688,485,1064,449,37.88,-122.53,4800.379091,574282.715,752792.9426,82549.0964,14633.87381,2.193814433,5.986636971,14633.87381,16827,O
275000,3.8068,52,176,50,88,46,37.88,-122.52,5671.043436,573679.3483,752207.1482,81952.89659,14131.30792,1.76,3.826086957,14131.30792,16828,O
474600,4.7475,28,5448,1089,2100,1023,37.88,-122.5,5483.577966,572474.9433,751037.4683,80776.11525,13244.2226,1.928374656,5.325513196,13244.2226,16829,O
350000,1.7375,37,3061,930,2556,924,37.88,-122.34,1931.304004,562953.7403,741773.0221,72223.82637,14258.17869,2.748387097,3.312770563,14258.17869,16831,O
187500,1.475,45,453,146,749,137,37.88,-122.3,3465.81163,560605.8575,739483.1884,70364.99131,16491.77932,5.130136986,3.306569343,16491.77932,16832,O
138800,1.6971,52,409,97,208,98,37.88,-122.3,3465.81163,560605.8575,739483.1884,70364.99131,16491.77932,2.144329897,4.173469388,16491.77932,16833,O
144800,2.9,46,1647,376,854,355,37.88,-122.3,3465.81163,560605.8575,739483.1884,70364.99131,16491.77932,2.271276596,4.63943662,16491.77932,16834,O
216700,3.8672,50,1211,261,523,227,37.88,-122.29,4234.724999,560020.9578,738912.3993,69920.30808,17117.43372,2.003831418,5.334801762,17117.43372,16835,O
218400,3.8897,52,2159,424,824,388,37.88,-122.29,4234.724999,560020.9578,738912.3993,69920.30808,17117.43372,1.943396226,5.56443299,17117.43372,16836,O
229200,3.1065,48,2365,490,1034,475,37.88,-122.29,4234.724999,560020.9578,738912.3993,69920.30808,17117.43372,2.110204082,4.978947368,17117.43372,16837,O
192100,2.9926,46,1895,442,920,425,37.88,-122.29,4234.724999,560020.9578,738912.3993,69920.30808,17117.43372,2.081447964,4.458823529,17117.43372,16838,O
179300,3.556,52,1650,395,841,380,37.88,-122.29,4234.724999,560020.9578,738912.3993,69920.30808,17117.43372,2.129113924,4.342105263,17117.43372,16839,O
259600,4.1429,52,2495,491,1058,464,37.88,-122.28,5039.262644,559436.8918,738342.2811,69483.94682,17764.48922,2.154786151,5.377155172,17764.48922,16841,O
254500,4.1912,52,1193,200,506,207,37.88,-122.28,5039.262644,559436.8918,738342.2811,69483.94682,17764.48922,2.53,5.763285024,17764.48922,16842,O
235600,3.9167,52,1172,215,489,218,37.88,-122.28,5039.262644,559436.8918,738342.2811,69483.94682,17764.48922,2.274418605,5.376146789,17764.48922,16843,O
245500,3.2344,52,957,188,403,172,37.88,-122.28,5039.262644,559436.8918,738342.2811,69483.94682,17764.48922,2.143617021,5.563953488,17764.48922,16844,O
227900,3.006,52,1909,416,811,406,37.88,-122.28,5039.262644,559436.8918,738342.2811,69483.94682,17764.48922,1.949519231,4.701970443,17764.48922,16845,O
284900,4.2813,52,3360,648,1232,621,37.88,-122.27,5864.781896,558853.6621,737772.8352,69056.06528,18430.69192,1.901234568,5.410628019,18430.69192,16846,O
287500,3.5417,52,1693,391,669,367,37.88,-122.27,5864.781896,558853.6621,737772.8352,69056.06528,18430.69192,1.710997442,4.613079019,18430.69192,16847,O
272900,3.0132,44,2252,592,989,550,37.88,-122.27,5864.781896,558853.6621,737772.8352,69056.06528,18430.69192,1.670608108,4.094545455,18430.69192,16848,O
271400,2.1907,52,2803,930,1372,876,37.88,-122.27,5864.781896,558853.6621,737772.8352,69056.06528,18430.69192,1.475268817,3.199771689,18430.69192,16849,O
391800,6.2425,52,2551,417,894,404,37.88,-122.26,6703.535769,558271.2712,737204.0633,68636.82207,19114.03986,2.143884892,6.314356436,19114.03986,16851,O
415300,5.7979,52,2255,410,823,377,37.88,-122.26,6703.535769,558271.2712,737204.0633,68636.82207,19114.03986,2.007317073,5.981432361,19114.03986,16852,O
332500,4.2788,52,1149,255,483,249,37.88,-122.26,6703.535769,558271.2712,737204.0633,68636.82207,19114.03986,1.894117647,4.614457831,19114.03986,16853,O
338900,2.944,52,2363,604,1558,573,37.88,-122.26,6703.535769,558271.2712,737204.0633,68636.82207,19114.03986,2.579470199,4.12390925,19114.03986,16854,O
287500,1.725,52,2604,837,1798,769,37.88,-122.26,6703.535769,558271.2712,737204.0633,68636.82207,19114.03986,2.148148148,3.386215865,19114.03986,16855,O
452600,8.3252,41,880,129,322,126,37.88,-122.23,9263.040773,556529.1583,735501.807,67432.517,21250.21377,2.496124031,6.984126984,21250.21377,16856,O
475000,2.4444,20,95,13,31,15,37.88,-122.22,10124.55203,555950.1494,734935.7466,67049.42329,21986.33317,2.384615385,6.333333333,21986.33317,16857,O
378100,7.7736,36,1065,160,398,155,37.88,-122.2,11854.63999,554794.6907,733805.6729,66311.70723,23487.90593,2.4875,6.870967742,23487.90593,16858,O
354200,4.9,36,542,119,231,121,37.88,-122.18,13591.14879,553642.6618,732678.3392,65613.01321,25022.70455,1.941176471,4.479338843,25022.70455,16859,O
423200,7.6107,33,3626,502,1348,480,37.88,-122.17,14461.08851,553067.9404,732115.7038,65278.69376,25800.71565,2.685258964,7.554166667,25800.71565,16861,O
394400,6.2275,34,6986,1096,2865,1124,37.88,-122.14,16943.75769,551348.98,730431.9426,64337.70584,28170.14703,2.614051095,6.215302491,28170.14703,16862,O
433300,8.0448,35,2785,362,1001,363,37.88,-122.12,18392.91803,550207.3704,729312.9052,63763.53429,29774.56295,2.76519337,7.672176309,29774.56295,16863,O
348200,6.4666,37,4005,614,1602,606,37.88,-122.11,18969.43274,549637.883,728754.4324,63492.83526,30583.04233,2.609120521,6.608910891,30583.04233,16864,O
367100,7.2315,35,3701,528,1511,517,37.88,-122.1,18895.24317,549069.2774,728196.6589,63233.24969,31395.27255,2.861742424,7.15860735,31395.27255,16865,O
99400,2.3971,24,2059,462,410,294,37.88,-122.08,18868.57046,547934.723,727083.2167,62747.96474,33029.87734,0.887445887,7.003401361,33029.87734,16866,O
85000,2.933,26,2947,647,825,626,37.88,-122.08,18868.57046,547934.723,727083.2167,62747.96474,33029.87734,1.27511592,4.707667732,33029.87734,16867,O
387200,3.5536,11,1077,318,590,264,37.88,-122.07,18916.25893,547368.7796,726527.5511,62522.52839,33851.76207,1.855345912,4.079545455,33851.76207,16868,O
340900,6.5378,34,4781,703,1879,714,37.88,-122.06,19004.30936,546803.7292,725972.5914,62308.73091,34676.41231,2.672830725,6.696078431,34676.41231,16869,O
287300,7.3732,16,3031,438,1087,421,37.88,-122.02,19745.62423,544552.5124,723759.8437,61572.25559,37999.05843,2.48173516,7.199524941,37999.05843,16871,O
156300,2.6842,44,1158,226,1094,224,37.88,-121.38,23343.78648,510633.4416,689982.8444,75553.57929,93083.61857,4.840707965,5.169642857,75553.57929,16872,O
83600,1.6458,43,968,249,664,240,37.88,-121.27,29725.927,505234.7246,684504.6431,81719.17029,102674.1347,2.666666667,4.033333333,81719.17029,16873,O
158300,3.1719,42,465,93,256,93,37.88,-121.26,30391.49234,504750.6828,684011.6551,82313.34514,103546.6482,2.752688172,5,82313.34514,16874,O
111800,3.5365,22,1283,256,3082,239,37.88,-121.17,36781.94011,500445.968,679613.0679,87877.74044,111403.3299,12.0390625,5.368200837,87877.74044,16875,O
87500,4.4231,16,744,141,311,122,37.88,-120.41,99709.02611,468114.9153,645392.5459,143985.7664,177916.2617,2.205673759,6.098360656,143985.7664,16876,O
424400,6.1275,33,4971,836,1907,795,37.89,-122.54,4262.310523,575693.4802,754206.6722,83960.88831,16049.69718,2.281100478,6.252830189,16049.69718,16877,O
400400,5.9073,35,4127,689,1596,707,37.89,-122.53,5073.722422,575090.2675,753620.964,83365.55824,15543.35107,2.316400581,5.837340877,15543.35107,16878,O
417600,3.9531,17,4363,1041,1640,989,37.89,-122.52,5904.110058,574487.8285,753035.8902,82775.31943,15071.20847,1.575408261,4.411526795,15071.20847,16879,O
500001,6.0238,23,1650,403,541,336,37.89,-122.49,6108.4106,572685.1774,751284.4912,81036.25834,13893.64926,1.342431762,4.910714286,13893.64926,16881,O
500001,7.2905,23,10774,1736,3895,1683,37.89,-122.47,5768.107785,571487.3228,750120.0919,79904.40943,13341.95761,2.243663594,6.401663696,13341.95761,16882,O
207400,4.5268,42,1342,291,551,266,37.89,-122.33,791.5494265,563191.7599,742042.0483,72686.8581,15671.54157,1.89347079,5.045112782,15671.54157,16883,O
211600,2.8036,46,1520,402,815,375,37.89,-122.3,3024.428823,561434.9071,740327.849,71322.83602,17303.65392,2.027363184,4.053333333,17303.65392,16884,O
206300,3.0208,36,1077,293,518,276,37.89,-122.3,3024.428823,561434.9071,740327.849,71322.83602,17303.65392,1.767918089,3.902173913,17303.65392,16885,O
